453, 418, 412, 293
454, 311, 177, 176
455, 412, 294, 293
456, 293, 179, 178
457, 419, 364, 358
458, 294, 180, 179
459, 419, 295, 294
460, 295, 288, 181
461, 420, 288, 405
462, 406, 349, 337
463, 455, 421, 297
464, 297, 188, 187
465, 370, 248, 137
466, 298, 189, 188
467, 422, 370, 361
468, 299, 190, 189
469, 422, 300, 299
470, 300, 191, 190
471, 301, 198, 197
472, 304, 197, 196
473, 423, 302, 413
474, 302, 199, 198
475, 423, 366, 403
476, 303, 200, 199
477, 305, 196, 195
478, 407, 334, 327
479, 306, 195, 194
480, 424, 305, 408
481, 307, 194, 193
482, 408, 329, 328
483, 308, 193, 192
484, 409, 330, 329
485, 309, 192, 191
486, 410, 331, 330
487, 415, 361, 347
488, 411, 347, 331
489, 437, 404, 339
490, 310, 201, 185
491, 417, 287, 321
492, 426, 311, 425
493, 312, 187, 186
494, 312, 186, 251
495, 325, 209, 318
496, 313, 208, 200
497, 314, 206, 205
498, 324, 205, 204
499, 437, 351, 430
500, 315, 202, 201
501, 316, 284, 207
502, 316, 207, 206
503, 317, 211, 210
504, 479, 429, 433
505, 438, 313, 403
506, 474, 438, 449
507, 434, 379, 320
508, 319, 212, 211
509, 379, 258, 320
510, 326, 320, 213
511, 368, 174, 254
512, 506, 465, 504
513, 431, 430, 353
514, 322, 203, 202
515, 435, 323, 431
516, 323, 204, 203
517, 435, 365, 427
518, 324, 314, 205
519, 489, 138, 372
520, 325, 317, 210
521, 326, 213, 212
522, 436, 319, 432
523, 327, 226, 215
524, 355, 327, 215
525, 328, 228, 227
526, 334, 328, 227
527, 329, 229, 228
528, 329, 228, 328
529, 330, 230, 229
530, 330, 229, 329
531, 331, 231, 230
532, 331, 230, 330
533, 332, 233, 232
534, 356, 232, 135
535, 333, 235, 234
536, 344, 234, 216
537, 334, 227, 226
538, 334, 226, 327
539, 444, 335, 442
540, 335, 217, 235
541, 397, 387, 271
542, 336, 236, 217
543, 337, 218, 219
544, 338, 337, 219
545, 338, 219, 220
546, 339, 338, 220
547, 339, 220, 221
548, 351, 339, 221
549, 340, 222, 223
550, 341, 340, 223
551, 341, 223, 224
552, 342, 341, 224
553, 342, 224, 225
554, 352, 342, 225
555, 398, 270, 384
556, 343, 216, 233
557, 344, 333, 234
558, 344, 216, 343
559, 345, 237, 239
560, 349, 345, 239
561, 346, 238, 240
562, 350, 346, 240
563, 347, 245, 231
564, 347, 231, 331
565, 402, 283, 377
566, 348, 246, 236
567, 349, 239, 218
568, 349, 218, 337
569, 350, 240, 222
570, 350, 222, 340
571, 351, 221, 241
572, 353, 351, 241
573, 352, 225, 243
574, 354, 352, 243
575, 353, 241, 242
576, 359, 353, 242
577, 354, 243, 244
578, 360, 354, 244
579, 355, 215, 136
580, 366, 355, 136
581, 371, 356, 135
582, 457, 446, 356
583, 357, 134, 238
584, 357, 238, 346
585, 358, 133, 237
586, 358, 237, 345
587, 359, 242, 131
588, 365, 359, 131
589, 360, 244, 132
590, 363, 360, 132
591, 361, 137, 245
592, 361, 245, 347
593, 380, 256, 376
594, 362, 138, 246
595, 363, 132, 248
596, 448, 363, 248
597, 364, 249, 133
598, 364, 133, 358
599, 365, 131, 247
600, 450, 373, 428
601, 366, 136, 250
602, 449, 366, 250
603, 524, 367, 173
604, 458, 368, 254
605, 488, 458, 452
606, 401, 272, 385
607, 472, 373, 450
608, 369, 134, 357
609, 447, 416, 421
610, 370, 137, 361
611, 454, 135,   1
612, 425, 287, 417
613, 433, 429, 325
614, 372, 138, 362
615, 374, 373, 259
616, 472, 450, 247
617, 374, 259, 284
618, 428, 316, 314
619, 448, 421, 378
620, 375, 260, 268
621, 376, 256, 257
622, 479, 433, 474
623, 377, 283, 261
624, 380, 377, 261
625, 455, 378, 421
626, 378, 255, 260
627, 379, 257, 258
628, 434, 320, 326
629, 380, 261, 256
630, 459, 376, 434
631, 395, 381, 346
632, 394, 381, 277
633, 388, 382, 340
634, 395, 382, 278
635, 383, 262, 269
636, 392, 269, 281
637, 384, 270, 285
638, 396, 285, 282
639, 456, 417, 321
640, 393, 274, 262
641, 386, 280, 279
642, 386, 354, 360
643, 387, 282, 271
644, 397, 271, 286
645, 388, 265, 264
646, 388, 340, 341
647, 389, 266, 265
648, 389, 341, 342
649, 390, 267, 266
650, 390, 342, 352
651, 391, 279, 267
652, 391, 352, 354
653, 398, 392, 281
654, 464, 461, 392
655, 465, 383, 461
656, 470, 393, 465
657, 394, 357, 381
658, 399, 394, 276
659, 395, 278, 263
660, 395, 346, 350
661, 396, 384, 285
662, 396, 282, 387
663, 402, 286, 283
664, 468, 402, 460
665, 398, 281, 270
666, 466, 384, 462
667, 399, 369, 394
668, 399, 275, 373
669, 400, 268, 280
670, 400, 360, 363
671, 488, 456, 368
672, 401, 273, 272
673, 491, 445, 485
674, 468, 463, 397
675, 438, 433, 318
676, 403, 313, 303
677, 404, 310, 290
678, 404, 338, 339
679, 420, 405, 345
680, 419, 405, 295
681, 414, 406, 337
682, 420, 406, 296
683, 413, 407, 327
684, 424, 407, 304
685, 424, 408, 328
686, 409, 408, 306
687, 409, 329, 408
688, 410, 409, 307
689, 410, 330, 409
690, 411, 410, 308
691, 411, 331, 410
692, 415, 411, 309
693, 418, 293, 292
694, 451, 364, 412
695, 413, 302, 301
696, 413, 327, 355
697, 414, 290, 289
698, 414, 337, 338
699, 415, 347, 411
700, 422, 415, 300
701, 422, 416, 370
702, 421, 416, 298
703, 477, 475, 425
704, 456, 321, 368
705, 476, 418, 426
706, 426, 292, 311
707, 419, 358, 405
708, 419, 294, 412
709, 420, 296, 288
710, 420, 345, 349
711, 421, 298, 297
712, 448, 447, 421
713, 422, 361, 415
714, 422, 299, 416
715, 423, 303, 302
716, 423, 355, 366
717, 424, 304, 305
718, 424, 328, 334
719, 487, 457, 371
720, 425, 311, 287
721, 487, 476, 475
722, 426, 418, 292
723, 427, 314, 324
724, 450, 428, 427
725, 428, 374, 316
726, 428, 314, 427
727, 432, 317, 429
728, 429, 317, 325
729, 430, 322, 315
730, 430, 351, 353
731, 431, 323, 322
732, 431, 353, 359
733, 492, 434, 436
734, 432, 319, 317
735, 438, 318, 313
736, 479, 478, 429
737, 434, 376, 379
738, 436, 434, 326
739, 435, 324, 323
740, 435, 359, 365
741, 436, 326, 319
742, 473, 436, 432
743, 437, 315, 310
744, 437, 339, 351
745, 449, 438, 403
746, 489, 474, 449
747, 439, 343, 332
748, 446, 332, 356
749, 440, 333, 344
750, 441, 344, 343
751, 514, 496, 510
752, 510, 497, 498
753, 467, 387, 463
754, 442, 335, 333
755, 443, 348, 336
756, 444, 336, 335
757, 511, 495, 501
758, 501, 495, 467
759, 485, 443, 480
760, 445, 362, 348
761, 457, 356, 371
762, 494, 486, 446
763, 447, 248, 370
764, 447, 370, 416
765, 448, 375, 363
766, 448, 248, 447
767, 449, 403, 366
768, 489, 250, 138
769, 450, 365, 247
770, 472, 247, 369
771, 451, 249, 364
772, 451, 412, 418
773, 452, 367, 273
774, 452, 273, 401
775, 469, 380, 459
776, 453, 372, 362
777, 454, 371, 135
778, 454, 249, 451
779, 455, 297, 312
780, 455, 255, 378
781, 488, 368, 458
782, 471, 401, 385
783, 487, 454, 476
784, 504, 461, 496
785, 458, 254, 291
786, 458, 291, 367
787, 459, 380, 376
788, 500, 492, 473
789, 460, 402, 377
790, 469, 377, 380
791, 461, 383, 392
792, 464, 392, 398
793, 462, 384, 396
794, 467, 396, 387
795, 463, 387, 397
796, 468, 397, 402
797, 466, 464, 398
798, 497, 496, 464
799, 508, 475, 477
800, 465, 393, 383
801, 466, 398, 384
802, 498, 462, 495
803, 484, 442, 481
804, 467, 462, 396
805, 517, 499, 505
806, 502, 501, 463
807, 500, 459, 492
808, 522, 500, 507
809, 521, 519, 503
810, 470, 385, 393
811, 520, 488, 401
812, 471, 385, 470
813, 472, 369, 399
814, 472, 399, 373
815, 478, 473, 432
816, 509, 507, 478
817, 490, 479, 474
818, 474, 433, 438
819, 475, 426, 425
820, 477, 425, 417
821, 476, 454, 451
822, 476, 426, 475
823, 493, 417, 456
824, 519, 508, 477
825, 478, 432, 429
826, 523, 509, 453
827, 490, 474, 489
828, 509, 479, 490
829, 480, 443, 444
830, 484, 444, 442
831, 481, 442, 440
832, 483, 440, 441
833, 482, 441, 439
834, 486, 439, 446
835, 512, 510, 498
836, 483, 481, 440
837, 513, 511, 501
838, 484, 480, 444
839, 515, 502, 499
840, 485, 445, 443
841, 494, 446, 457
842, 514, 504, 496
843, 508, 487, 475
844, 487, 371, 454
845, 488, 452, 401
846, 520, 401, 471
847, 489, 449, 250
848, 490, 489, 372
849, 490, 372, 453
850, 523, 453, 491
851, 505, 469, 500
852, 491, 453, 445
853, 492, 459, 434
854, 492, 436, 473
855, 520, 493, 456
856, 503, 471, 470
857, 516, 457, 508
858, 527, 504, 518
859, 495, 462, 467
860, 501, 467, 463
861, 496, 461, 464
862, 497, 464, 466
863, 498, 466, 462
864, 510, 496, 497
865, 511, 498, 495
866, 512, 498, 511
867, 499, 468, 460
868, 505, 460, 469
869, 500, 469, 459
870, 507, 500, 473
871, 502, 463, 468
872, 513, 501, 502
873, 517, 515, 499
874, 515, 513, 502
875, 520, 503, 493
876, 506, 470, 465
877, 518, 504, 514
878, 504, 465, 461
879, 522, 517, 505
880, 505, 499, 460
881, 519, 516, 508
882, 506, 503, 470
883, 507, 473, 478
884, 523, 517, 522
885, 508, 457, 487
886, 519, 477, 493
887, 509, 478, 479
888, 509, 490, 453
889, 510, 483, 482
890, 514, 510, 482
891, 511, 484, 481
892, 512, 511, 481
893, 512, 481, 483
894, 512, 483, 510
895, 513, 480, 484
896, 513, 484, 511
897, 514, 482, 486
898, 518, 514, 486
899, 515, 485, 480
900, 515, 480, 513
901, 527, 521, 506
902, 516, 494, 457
903, 517, 491, 485
904, 517, 485, 515
905, 518, 486, 494
906, 527, 494, 516
907, 519, 493, 503
908, 521, 503, 506
909, 520, 456, 488
910, 520, 471, 503
911, 527, 506, 504
912, 521, 516, 519
913, 522, 505, 500
914, 523, 522, 507
915, 523, 507, 509
916, 523, 491, 517
917, 524,  89, 148
918, 524, 148, 367
919, 525, 207, 284
920, 525, 152, 253
921, 526, 214, 258
922, 526, 145, 252
923, 527, 518, 494
924, 527, 516, 521
